If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
1254,Building Products,2345,So long MVP. Hello Minimum Loveable Product.,0.2892,3024,12 Agile principles,0.2785,2994,Seniority,0.2688,1646,How to scale yourself: the '99/50/1' framework - The Mission,0.2634,3039,Why do you Fail at Growth Marketing and How to Solve it,0.2625
1255,TEDxSãoPaulo,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.3940,1044,São Paulo recebe maior evento nacional voltado à educação e discute tecnologia no setor - Startupi,0.3740,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.3694,2193,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",0.3688,2571,A saga do jovem CEO da Dasa,0.3628
1256,Meet the new Brazilian consumer,1099,Tech in Brazil is booming despite the country's political troubles,0.3609,1928,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,0.3405,1523,Latin America's chronic inefficiency could drive more O2O commerce growth,0.3329,2466,Large CPGs are under attack by startups... and consumers are winning,0.3098,2741,We are on the verge of a consumer M&A avalanche,0.2759
1257,Geração Midult: o poderoso grupo de mulheres consumidoras de 35 a 55 anos,1485,As expectativas das mulheres da Geração Y são muitas,0.2888,536,Como os millennials estão mudando o mercado financeiro,0.2860,2193,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",0.2620,1718,As compras e os hábitos dos brasileiros no shopping | EXAME.com,0.2411,257,O tênue equilíbrio da equipe que desenha produtos digitais,0.2317
1258,Novo Honda Civic é eleito o carro mais seguro dos EUA,1368,Honda fortalece estratégia para desenvolver tecnologias inteligentes - B!T magazine,0.1838,1043,Confira as novidades apresentadas no Google I/O 2016,0.1718,2101,Como nasce um carro. | Volkswagen Magazine,0.1676,518,Buscas on-line por carros têm expansão de 43% no 1º trimestre,0.1652,536,Como os millennials estão mudando o mercado financeiro,0.1551
1259,"Recharge, used to book hotel rooms by the minute, raises $2.3 million",959,Time Pressure: Behavioral Science Considerations for Mobile Marketing,0.1305,1881,Japanese for dummies,0.1031,2461,Digital development with online check-in and mobile room keys,0.0959,900,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,0.0809,1451,"curso de branding, diferenciação e estratégia de marca",0.0803
1260,Artificial intelligence is changing SEO faster than you think,3046,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,0.3725,2634,The Ultimate Guide to SEO Reporting: Starting with the Basics,0.3147,1511,Google Ranking Factors: The Complete List,0.2683,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2517,1970,AI Revolution 101 - AI Revolution,0.2516
1261,Manhattan CRE prices spark a mass exodus of startups to Brooklyn,444,Ethereum Used for 'First' Paid Energy Trade Using Blockchain Tech - CoinDesk,0.1548,2290,NOW NEW NEXT: How growth champions create new value,0.1254,480,Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus,0.1233,2392,Building organizational capabilities: McKinsey Global Survey results,0.1120,607,Larry Page's dream of building a 'Google Island' could be coming true,0.1046
1262,Presenting to the Boss(es) | Pluralsight,215,Building a technical career path at Spotify,0.1456,3024,12 Agile principles,0.1179,474,Linking the customer experience to value,0.1088,647,The need to lead in data and analytics,0.0976,816,Design Kit: Prototyping,0.0966
1263,Google lags behind Amazon and Microsoft's cloud in one important area,82,What's the Best Cloud? Probably GCP,0.3780,1095,The sales secrets of high-growth companies,0.3028,1559,A new sales technology stack is coming,0.2799,1502,Analyst: Google's cloud business could cause the stock to soar to over $900,0.2762,2235,Google's cloud platform is now a force to be reckoned with,0.2728
1264,Rails vs Django: an in-depth technical comparison,2852,"The Languages, Frameworks and Tools You Should Learn in 2017",0.1755,1602,Leveling Up Your JavaScript -,0.1396,2791,Hype Driven Development,0.1284,2853,Hype Driven Development,0.1284,2733,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",0.1197
1265,Pebble Core guide: All you need to know about the wearable for runners,2744,Introducing the new Google Play Music,0.1187,1543,Announcing .NET Core 1.0,0.1185,1790,The compelling case to replace a 40-year old core system - Chris Skinner's blog,0.1058,2709,Google Home brings Google's smarts to your living room,0.1037,681,A Single App That'll Wrangle Your Millions of Messengers,0.1004
1266,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards,500,Pinterest Reinvents Itself to Prove It's Really Worth Billions,0.2450,2798,How Pinterest Uses Machine Learning To Keep Its Users Pinned,0.2295,1354,What Pinterest learned in two years working on its search engine,0.1741,2170,Pinterest Acquires Read-It-Later App Instapaper,0.1504,2957,Home-Made Twitter and Gmail Notifications with PHP and Arduino,0.1492
1267,Machine Learning Is Redefining The Enterprise In 2016,275,5 Skills You Need to Become a Machine Learning Engineer | Udacity,0.3147,2715,How real businesses are using machine learning,0.3030,2662,Machine Learning Is No Longer Just for Experts,0.2964,48,Machine Learning as a Service: How Data Science Is Hitting the Masses,0.2847,2790,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,0.2766
1268,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,816,Design Kit: Prototyping,0.1869,1482,Why 5 is the magic number for UX usability testing,0.1755,1162,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,0.1731,2359,How to overcome UX challenges with product design sprints,0.1688,2776,Time to Re-Think Design Thinking,0.1661
1269,What Is Open Banking and Why is it Important?,296,Why Barclays Sees Banking's Future as an Information Business,0.3592,2060,Mobile-Only Challenger Banks Are Shaping the Future of Financial Services Industry,0.3100,1768,The Future of Digital Banking is Now,0.2945,288,Building a digital-banking business,0.2917,863,A digital crack in banking's business model,0.2781
1270,New Africa Trend Briefing from TrendWatching | THE FUTURE OF AFRICONNECTION,2753,trendwatching.com | 5 Trends for 2017 | TrendWatching,0.1258,1756,New Africa Trend Briefing from TrendWatching | BETTER TECH,0.1244,1765,Campaigns Are Dead. Modern Marketing Is a Data Exchange,0.1192,1975,Most People Say They Could Get Rid of Tons of Stuff and Still Be Happy,0.1182,1187,New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,0.1083
1271,New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016,3053,Expanding our IDE support with a new Eclipse plugin for App Engine,0.1675,1512,Eclipse Foundation Releases Neon,0.1609,1113,Everything you need to know about the big changes coming to Newark airport,0.1400,1765,Campaigns Are Dead. Modern Marketing Is a Data Exchange,0.1052,223,"Eu não preciso de Unicórnios, preciso de Malamutes do Alaska...",0.0969
1272,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,1272,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,1.0000,791,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",0.3513,1986,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,0.2969,336,Equal Pay Day in the spotlight this year,0.2626,772,Google : End Of The Online Advertising Bubble,0.2578
1273,Top 10 Intranet Trends of 2016,668,5 reasons your employees aren't sharing their knowledge,0.2392,1327,How to Create a Unified Culture in a Company With Multiple Offices,0.1875,1511,Google Ranking Factors: The Complete List,0.1571,1150,Ahead of the curve: The future of performance management,0.1552,60,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,0.1483
1274,Dries Buytaert: Advancing Drupal's web services,1215,An overview of web service solutions in Drupal 8,0.6976,2891,Improving Drupal 8's API-first: JSON API and OAuth2?,0.6388,715,Dries Buytaert,0.5751,493,Drupal 8.1.0 is now available,0.5593,1619,The Risks and Rewards of Fully Decoupling Drupal | Acquia,0.5575
1275,Bridging the Communication Gap Between Developers and Architects - DaedTech,2770,Salesforce Architect Journey,0.2817,2102,[Select Repost] Scaling the Product Owner Role,0.1575,3024,12 Agile principles,0.1481,1996,How enterprise architects can help ensure success with digital transformations,0.1465,1065,The rise of APIs,0.1341
1276,System Code Geeks are giving away a FREE Sublime Text Editor License,2570,15 Awesome Sublime Text Plugins For Web Development,0.3710,73,Setting up Drupal Code Sniffer,0.1860,1799,A tougher Turing Test shows that computers still have virtually no common sense,0.1254,1551,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,0.1217,253,Aligning text smartly in CSS,0.1144
1277,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,1278,Refactoring to Patterns em Java 8,0.5002,2961,SAMSUNG OCEAN - Novas turmas de treinamento de 2017 - Embarcados,0.2122,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.2048,1255,TEDxSãoPaulo,0.1968,2307,Dez habilidades profissionais mais valorizadas em projetos de Internet das Coisas - CIO,0.1931
1278,Refactoring to Patterns em Java 8,1277,Aplicações Financeiras Flexíveis através de DSLs na Plataforma Java,0.5002,2185,"Explorando o novo .NET multiplataforma: ASP.NET Core, .NET Core e EF Core",0.4416,1944,Programação Reativa Funcional com RxJava,0.4238,640,"Trabalhando com dinheiro no Java, uma visão pragmática da nova money-api",0.3179,1255,TEDxSãoPaulo,0.2028
1279,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,2734,"Practical advice for analysis of large, complex data sets",0.1733,1024,Embed charts from Google Sheets in Google Docs and Slides and update them with a single click,0.1673,1019,Do you want Crappy Agile?,0.1536,2250,8 Best Machine Learning Cheat Sheets,0.1493,1022,New ways to keep data flowing between your apps and ours,0.1465
1280,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,1925,Olhando para o futuro: 5 pontos de atenção,0.4430,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4362,2754,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,0.4354,2882,"SINAIS do FUTURO imediato: #1, internet das coisas",0.4323,2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.4304
1281,Cartography Comparison: Google Maps & Apple Maps,1282,Cartography Comparison: Google Maps & Apple Maps,1.0000,704,Google made a huge change to the way Google Maps look,0.4337,2033,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,0.3167,1073,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,0.2627,799,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",0.2582
1282,Cartography Comparison: Google Maps & Apple Maps,1282,Cartography Comparison: Google Maps & Apple Maps,1.0000,704,Google made a huge change to the way Google Maps look,0.4337,2033,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,0.3167,1073,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,0.2627,799,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",0.2582
1283,The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,1059,"The price of Ether, a bitcoin rival, is soaring because of a radical, $150 million experiment",0.6437,18,Five Bitcoin and Ethereum Based Projects to Watch in 2016 - Blockchain Investment Vehicles,0.3749,461,Spring DAO vs Spring ORM vs Spring JDBC,0.2420,230,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,0.1504,0,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",0.1009
1284,Why It's Time to Take Google's PC Operating System Seriously,1288,Why It's Time to Take Google's PC Operating System Seriously,1.0000,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.1541,2597,IBM now uses more Macs than any other company | Cult of Mac,0.1519,2599,IBM now uses more Macs than any other company | Cult of Mac,0.1519,563,Chrome OS now has Material Design for the desktop,0.1495
1285,Hiri wants to fix the workplace email problem,674,Email Isn't The Thing You're Bad At,0.3693,1068,20 Percent Will Stop Reading Your Email If You Make This One Mistake,0.2862,2165,AI Is Here to Help You Write Emails People Will Actually Read,0.2546,1291,Measuring email effectiveness in retail banking,0.2422,1708,Certeza que devemos marcar uma reunião?,0.1952
1286,CrowdFlower raises $10 million from Microsoft and others to bring AI to data science,938,Clarifying the uses of artificial intelligence in the enterprise,0.3393,161,Deep learning will be huge - and here's who will dominate it,0.2855,2847,Andrew Ng: What AI Can and Can't Do,0.2680,2560,Here's how The White House wants the U.S. to approach AI R&D,0.2591,2715,How real businesses are using machine learning,0.2547
1287,"How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog",275,5 Skills You Need to Become a Machine Learning Engineer | Udacity,0.2992,1664,Machine Learning for Designers,0.2735,2662,Machine Learning Is No Longer Just for Experts,0.2660,2715,How real businesses are using machine learning,0.2638,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.2573
1288,Why It's Time to Take Google's PC Operating System Seriously,1288,Why It's Time to Take Google's PC Operating System Seriously,1.0000,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.1541,2597,IBM now uses more Macs than any other company | Cult of Mac,0.1519,2599,IBM now uses more Macs than any other company | Cult of Mac,0.1519,563,Chrome OS now has Material Design for the desktop,0.1495
1289,Tendências do Marketing de Conteúdo 2016,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3978,1965,Os seus dados têm ótimas histórias para contar (e talvez você nem saiba),0.3931,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.3892,2393,OKR e meta: minha experiência no Runrun.it,0.3746,1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.3730
